entity,high_weights,high_counts,low_weights,low_counts,relative_weight,relative_count
SMARTPHONE,28.0,2.0,8.0,1.0,3.5,2.0
FACIAL PRODUCTS,7.0,1.0,0.0,0.0,inf,inf
CONFIDENT AND ENTHUSIASTIC DEMEANOR,0.0,0.0,9.0,1.0,0.0,0.0
MOMMY REFERENCE,0.0,0.0,7.0,1.0,0.0,0.0
RED BANNER,8.0,1.0,0.0,0.0,inf,inf
PERSONALITY SHOWCASE,0.0,0.0,9.0,1.0,0.0,0.0
PLAYFUL ACTIVITY,0.0,0.0,9.0,1.0,0.0,0.0
FRAMED PICTURES OR DOCUMENTS,7.0,1.0,0.0,0.0,inf,inf
HEAD SWAY,6.0,1.0,0.0,0.0,inf,inf
NERVOUSNESS IN VOICE,7.0,1.0,0.0,0.0,inf,inf
STRING ORCHESTRA,0.0,0.0,9.0,1.0,0.0,0.0
PANDA CRATE,0.0,0.0,7.0,1.0,0.0,0.0
HOME IMPROVEMENT,0.0,0.0,6.0,1.0,0.0,0.0
NEUTRAL/RELAXED,8.0,1.0,0.0,0.0,inf,inf
PATTERN,8.0,1.0,0.0,0.0,inf,inf
SHELVES,18.0,3.0,0.0,0.0,inf,inf
PLEADING AND DESPERATION,8.0,1.0,0.0,0.0,inf,inf
INDISTINCT MURMURS,0.0,0.0,5.0,1.0,0.0,0.0
VERBAL MENTIONS,14.0,2.0,0.0,0.0,inf,inf
TREES,21.0,3.0,0.0,0.0,inf,inf
SLOW STEADY BEAT,6.0,1.0,0.0,0.0,inf,inf
STORYTELLING,23.0,3.0,9.0,1.0,2.5555555555555554,3.0
ORGAN TRAFFICKING PLOT,9.0,1.0,0.0,0.0,inf,inf
CLEAR AUDIO,18.0,2.0,0.0,0.0,inf,inf
SHORT SILENCES,343.0,49.0,138.0,21.0,2.4855072463768115,2.3333333333333335
ZIPPING OF ZIPPERS,0.0,0.0,7.0,1.0,0.0,0.0
SPONSORSHIP INDICATION,7.0,1.0,21.0,3.0,0.3333333333333333,0.3333333333333333
UNBOXING AND ASSEMBLY DEMONSTRATION,9.0,1.0,0.0,0.0,inf,inf
CONVERSATIONAL MANNER,8.0,1.0,0.0,0.0,inf,inf
OVERALL SPEECH RATE,0.0,0.0,7.0,1.0,0.0,0.0
SELF-CARE AND MENTAL HEALTH BREAKS,9.0,1.0,0.0,0.0,inf,inf
FESTIVE THEME,8.0,1.0,0.0,0.0,inf,inf
MARKETING GIRL,19.0,1.0,0.0,0.0,inf,inf
DELICIOUS CAKE,0.0,0.0,7.0,1.0,0.0,0.0
UNIQUE MODERN LAMP,8.0,1.0,0.0,0.0,inf,inf
MINIMALISTIC AND MODERN ATMOSPHERE,0.0,0.0,7.0,1.0,0.0,0.0
REVIEWER'S IMPRESSIONS,8.0,1.0,0.0,0.0,inf,inf
THEMED EVENT OR CAMPAIGN,8.0,1.0,0.0,0.0,inf,inf
UPWARD GLANCES,6.0,1.0,0.0,0.0,inf,inf
JOY OR EXCITEMENT,9.0,1.0,0.0,0.0,inf,inf
THOUGHTFUL EXPRESSION,28.0,4.0,8.0,1.0,3.5,4.0
LOG CABIN,0.0,0.0,9.0,1.0,0.0,0.0
BLUE TOP,7.0,1.0,0.0,0.0,inf,inf
COOKING TECHNIQUE,25.0,3.0,0.0,0.0,inf,inf
DARK BROWN CLOTHING,6.0,1.0,0.0,0.0,inf,inf
BAG OR SIMILAR ITEM,7.0,1.0,0.0,0.0,inf,inf
RELAXED SHOULDERS,8.0,1.0,0.0,0.0,inf,inf
NO SOUND,0.0,0.0,9.0,1.0,0.0,0.0
WARM AND INTIMATE AMBIANCE,9.0,1.0,0.0,0.0,inf,inf
PARADISE VALLEY,9.0,1.0,0.0,0.0,inf,inf
CATCHY SONG,0.0,0.0,9.0,1.0,0.0,0.0
GLOWING SKIN,16.0,2.0,0.0,0.0,inf,inf
EMPHASIS WITH PITCH CHANGE,8.0,1.0,0.0,0.0,inf,inf
SYNTHS,0.0,0.0,8.0,1.0,0.0,0.0
CURIOSITY,0.0,0.0,7.0,1.0,0.0,0.0
MALE VOICE,61.0,8.0,48.0,7.0,1.2708333333333333,1.1428571428571428
SLIGHT SMILE/INTEREST,0.0,0.0,7.0,1.0,0.0,0.0
TIMER BEEPING,14.0,2.0,0.0,0.0,inf,inf
THEME OF ROMANTIC RELATIONSHIPS,0.0,0.0,8.0,1.0,0.0,0.0
CHALLENGES FACED BY MOTHERS,8.0,1.0,0.0,0.0,inf,inf
INITIAL POSITION,15.0,2.0,21.0,3.0,0.7142857142857143,0.6666666666666666
BRANDED PRODUCTS,0.0,0.0,16.0,2.0,0.0,0.0
CASUAL INDOOR ENVIRONMENT,9.0,1.0,0.0,0.0,inf,inf
CHORUS,0.0,0.0,13.0,2.0,0.0,0.0
THUMB AND FINGERS,0.0,0.0,8.0,1.0,0.0,0.0
HAND AND FINGER GESTURE,68.0,8.0,37.0,5.0,1.837837837837838,1.6
STORE AESTHETIC,8.0,1.0,0.0,0.0,inf,inf
CONFIDENT EXPRESSION,8.0,1.0,17.0,2.0,0.47058823529411764,0.5
EMPHASIS OR RHYTHM,0.0,0.0,7.0,1.0,0.0,0.0
NUTRIENT DEFICIENCIES,16.0,1.0,0.0,0.0,inf,inf
OVEN,14.0,2.0,0.0,0.0,inf,inf
NOSTALGIC VIBE,0.0,0.0,8.0,1.0,0.0,0.0
WARM AND EARTHY COLORS,6.0,1.0,0.0,0.0,inf,inf
ALFRED ANNIVERSARY BLEND,8.0,1.0,0.0,0.0,inf,inf
APPLICATION,8.0,1.0,8.0,1.0,1.0,1.0
UPBEAT ELECTRONIC DRUM BEAT,8.0,1.0,0.0,0.0,inf,inf
HAPPY DAUGHTER,6.0,1.0,0.0,0.0,inf,inf
FOCUSED ATTENTION,0.0,0.0,8.0,1.0,0.0,0.0
CONSISTENTLY FAST PACE,9.0,1.0,0.0,0.0,inf,inf
WALL TEXTURE,7.0,1.0,0.0,0.0,inf,inf
FOUR-ON-THE-FLOOR BEAT,16.0,2.0,8.0,1.0,2.0,2.0
HUMOROUS TONE,15.0,2.0,9.0,1.0,1.6666666666666667,2.0
NATURAL MOVEMENT,0.0,0.0,8.0,1.0,0.0,0.0
BRAND NAME,14.0,2.0,0.0,0.0,inf,inf
25-POUND WEIGHT PLATE,7.0,1.0,0.0,0.0,inf,inf
AVERAGE PACE,38.0,5.0,0.0,0.0,inf,inf
STORYTELLING MANNER,7.0,1.0,0.0,0.0,inf,inf
EGG DISH,8.0,1.0,0.0,0.0,inf,inf
UPWARD MOVEMENT,7.0,1.0,0.0,0.0,inf,inf
CASUAL SOCIAL SETTING,9.0,1.0,0.0,0.0,inf,inf
BAG WITH BRANDING,0.0,0.0,7.0,1.0,0.0,0.0
INSTAGRAM STORIES,7.0,1.0,0.0,0.0,inf,inf
SMOOTH AND CONTROLLED MOVEMENT,0.0,0.0,8.0,1.0,0.0,0.0
WOODEN SURFACE,13.0,2.0,6.0,1.0,2.1666666666666665,2.0
HEAVY BASS,0.0,0.0,7.0,1.0,0.0,0.0
BRAND,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
PEAK AMPLITUDE,0.0,0.0,5.0,1.0,0.0,0.0
LIFESTYLE CONTENT,8.0,1.0,0.0,0.0,inf,inf
FRIDAY MORNING SERIES,17.0,1.0,0.0,0.0,inf,inf
HEAD MOVEMENT,86.0,12.0,55.0,8.0,1.5636363636363637,1.5
UPBEAT FACIAL EXPRESSIONS,0.0,0.0,9.0,1.0,0.0,0.0
ENTERING THE EVENT,0.0,0.0,8.0,1.0,0.0,0.0
EXPOSED WOODEN BEAMS,5.0,1.0,0.0,0.0,inf,inf
WHITE SNOWFLAKES,8.0,1.0,0.0,0.0,inf,inf
SHORT AUDIO CLIP,5.0,1.0,3.0,1.0,1.6666666666666667,1.0
CAPTION,7.0,1.0,0.0,0.0,inf,inf
SHAKTI'S Y2K BIRTHDAY,0.0,0.0,9.0,1.0,0.0,0.0
TRAP SONG,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
STRATEGIC PRESENTATION,8.0,1.0,0.0,0.0,inf,inf
RHYTHMIC PATTERN,8.0,1.0,0.0,0.0,inf,inf
EVENT,8.0,1.0,0.0,0.0,inf,inf
FEMALE SINGER,24.0,3.0,0.0,0.0,inf,inf
DOG'S FOCUS,0.0,0.0,8.0,1.0,0.0,0.0
DISTORTION,7.0,1.0,7.0,1.0,1.0,1.0
SMOOTH AND DELIBERATE MOTIONS,8.0,1.0,0.0,0.0,inf,inf
LEFT HAND,8.0,1.0,8.0,1.0,1.0,1.0
JOY AND ENTHUSIASM,0.0,0.0,8.0,1.0,0.0,0.0
LAUGHS/GIGGLES,9.0,1.0,0.0,0.0,inf,inf
PROMOTIONAL VIDEO,0.0,0.0,9.0,1.0,0.0,0.0
NUFACE DEVICE,10.0,1.0,0.0,0.0,inf,inf
WOMAN SPEAKER,19.0,2.0,0.0,0.0,inf,inf
A-FRAME SIGNBOARD,6.0,1.0,0.0,0.0,inf,inf
FORWARD GAZE,8.0,1.0,0.0,0.0,inf,inf
REACTIONS AND COMMENTARY,7.0,1.0,0.0,0.0,inf,inf
LO-FI HIP HOP MUSIC,9.0,1.0,0.0,0.0,inf,inf
CONSISTENT BEAT,7.0,1.0,0.0,0.0,inf,inf
WHITE CROP TOP,0.0,0.0,7.0,1.0,0.0,0.0
NODDING,7.0,1.0,0.0,0.0,inf,inf
DEVICE,8.0,1.0,0.0,0.0,inf,inf
MENTIONS OR VISUALS,6.0,1.0,0.0,0.0,inf,inf
NEUTRAL ENTHUSIASM,7.0,1.0,0.0,0.0,inf,inf
BLACK CAR SEAT,7.0,1.0,0.0,0.0,inf,inf
Y2K THEME,0.0,0.0,9.0,1.0,0.0,0.0
VOCAL RANGE,8.0,1.0,8.0,1.0,1.0,1.0
WORKOUT SESSION,19.0,2.0,0.0,0.0,inf,inf
COZY OUTFIT,7.0,1.0,0.0,0.0,inf,inf
CASUAL OUTFIT,7.0,1.0,7.0,1.0,1.0,1.0
SOAP DISPENSER,0.0,0.0,7.0,1.0,0.0,0.0
BACKGROUND MUSIC,160.0,20.0,73.0,10.0,2.191780821917808,2.0
PEACE AND ENJOYMENT,7.0,1.0,0.0,0.0,inf,inf
DECORATIVE STAND,5.0,1.0,0.0,0.0,inf,inf
AUDIO QUALITY,0.0,0.0,9.0,1.0,0.0,0.0
LIGHT LAUGHTER,7.0,1.0,0.0,0.0,inf,inf
SPECIFIC LOW PITCHES,8.0,1.0,0.0,0.0,inf,inf
POSITIVE EXPRESSIONS,8.0,1.0,0.0,0.0,inf,inf
VISUAL AND AESTHETIC,0.0,0.0,8.0,1.0,0.0,0.0
BOTTLE,0.0,0.0,9.0,1.0,0.0,0.0
INITIAL GAZE,23.0,3.0,0.0,0.0,inf,inf
SIGNS OF ENTHUSIASM,17.0,1.0,17.0,2.0,1.0,0.5
"EXAGGERATED VOCALIZATION OF ""SLAY""",8.0,1.0,0.0,0.0,inf,inf
PRODUCT SHOWCASE,26.0,3.0,17.0,2.0,1.5294117647058822,1.5
LIGHT GRAY BLAZER,0.0,0.0,8.0,1.0,0.0,0.0
PLAYFUL AND ENGAGING DEMEANOR,9.0,1.0,0.0,0.0,inf,inf
APPROXIMATION,5.0,1.0,0.0,0.0,inf,inf
WHITE BACKGROUND,5.0,1.0,0.0,0.0,inf,inf
UNBOXING STYLE,7.0,1.0,0.0,0.0,inf,inf
LOW PITCH,22.0,3.0,13.0,2.0,1.6923076923076923,1.5
ENGLISH AND SPANISH LYRICS,0.0,0.0,8.0,1.0,0.0,0.0
THOUGHTFUL DEMEANOR,9.0,1.0,0.0,0.0,inf,inf
MODERATELY PACED,7.0,1.0,8.0,1.0,0.875,1.0
EXCITED INFLECTIONS,0.0,0.0,8.0,1.0,0.0,0.0
FLUID AND PURPOSEFUL MOVEMENTS,8.0,1.0,0.0,0.0,inf,inf
VIRTUAL ENVIRONMENT,0.0,0.0,8.0,1.0,0.0,0.0
SMALL DOG,8.0,1.0,0.0,0.0,inf,inf
GLITTERY EYE SHADOW,0.0,0.0,9.0,1.0,0.0,0.0
SUMMARY,0.0,0.0,7.0,1.0,0.0,0.0
USAGE,0.0,0.0,8.0,1.0,0.0,0.0
WALL DECORATIONS,15.0,1.0,0.0,0.0,inf,inf
REPEATED LYRICS,6.0,1.0,0.0,0.0,inf,inf
PROPS AND ENVIRONMENT,8.0,1.0,0.0,0.0,inf,inf
GLOCKENSPIEL,21.0,2.0,0.0,0.0,inf,inf
CONVERSATIONAL AND INFORMATIVE,8.0,1.0,0.0,0.0,inf,inf
SOFT AND NEUTRAL COLORS,7.0,1.0,0.0,0.0,inf,inf
ARTIST'S STYLE,6.0,1.0,0.0,0.0,inf,inf
BRAND VISIBILITY,31.0,4.0,26.0,3.0,1.1923076923076923,1.3333333333333333
SOCIAL MEDIA ELEMENTS,6.0,1.0,0.0,0.0,inf,inf
SLOW DELIBERATE PACE,8.0,1.0,0.0,0.0,inf,inf
GESTURES,30.0,4.0,8.0,1.0,3.75,4.0
MINI LOOKBOOK,9.0,1.0,0.0,0.0,inf,inf
MOUTH SOUNDS,5.0,1.0,0.0,0.0,inf,inf
SHREDDED LETTUCE,7.0,1.0,0.0,0.0,inf,inf
SILENCES IN MUSIC,6.0,1.0,0.0,0.0,inf,inf
AUDIENCE CONNECTION,0.0,0.0,7.0,1.0,0.0,0.0
ANTICIPATION,38.0,4.0,7.0,1.0,5.428571428571429,4.0
HIGHLIGHTING AND CONTOURING,0.0,0.0,8.0,1.0,0.0,0.0
SLIGHTLY OPEN MOUTH,16.0,1.0,8.0,1.0,2.0,1.0
GET READY WITH ME THEME,9.0,1.0,0.0,0.0,inf,inf
UPBEAT TEMPO,31.0,3.0,0.0,0.0,inf,inf
BACKGROUND CHATTER,12.0,2.0,5.0,1.0,2.4,2.0
RELAXED FINGERS,0.0,0.0,8.0,1.0,0.0,0.0
REPEATED PHRASES,0.0,0.0,7.0,1.0,0.0,0.0
RETURN GAZE,8.0,1.0,0.0,0.0,inf,inf
RELAXED ATMOSPHERE,9.0,1.0,0.0,0.0,inf,inf
JOYFUL EVERYDAY MOMENTS,8.0,1.0,0.0,0.0,inf,inf
SPONSORED COMPONENT,7.0,1.0,0.0,0.0,inf,inf
SUMMER MAKEUP LOOK,0.0,0.0,8.0,1.0,0.0,0.0
LIGHT-COLORED GARMENT,7.0,1.0,0.0,0.0,inf,inf
SOFT AND GENTLE MUSIC,0.0,0.0,8.0,1.0,0.0,0.0
BRAND REPRESENTATIVES,0.0,0.0,8.0,1.0,0.0,0.0
EMOTIONAL IMPACT,8.0,1.0,0.0,0.0,inf,inf
FOOTSTEPS,7.0,1.0,6.0,1.0,1.1666666666666667,1.0
PLANT,12.0,2.0,0.0,0.0,inf,inf
ENERGETIC ACTIVITY,0.0,0.0,9.0,1.0,0.0,0.0
RED CLOTHING,6.0,1.0,0.0,0.0,inf,inf
RELAXED SETTING,8.0,1.0,0.0,0.0,inf,inf
INTRODUCTION AND PRESENTATION,8.0,1.0,8.0,1.0,1.0,1.0
VOCAL EFFECTS,26.0,4.0,8.0,1.0,3.25,4.0
LEG AND FOOT MOVEMENT,0.0,0.0,7.0,1.0,0.0,0.0
RUSTLING OF PAPER AND PLASTIC,7.0,1.0,0.0,0.0,inf,inf
TOFU PACKAGE,8.0,1.0,0.0,0.0,inf,inf
EMOTIONAL CUES,8.0,1.0,0.0,0.0,inf,inf
SWEEPING MOTION,6.0,1.0,0.0,0.0,inf,inf
CONCLUDING SMILES,8.0,1.0,0.0,0.0,inf,inf
SOFT DIFFUSE LIGHTING,8.0,1.0,0.0,0.0,inf,inf
NERVOUSNESS,0.0,0.0,6.0,1.0,0.0,0.0
NEUTRAL PACKAGING COLORS,7.0,1.0,0.0,0.0,inf,inf
BRITNEY SPEARS,0.0,0.0,10.0,1.0,0.0,0.0
PAUSES FOR EMPHASIS,14.0,2.0,0.0,0.0,inf,inf
WARM ATMOSPHERE,9.0,1.0,0.0,0.0,inf,inf
COOKIES,7.0,1.0,0.0,0.0,inf,inf
"WHITE, BEIGE, AND LIGHT BROWN COLORS",7.0,1.0,0.0,0.0,inf,inf
"""PRETTY"" HIGH PITCH",8.0,1.0,0.0,0.0,inf,inf
QUIET OFFICE NOISE LEVEL,6.0,1.0,0.0,0.0,inf,inf
INTERACTIVE ENGAGEMENT,8.0,1.0,8.0,1.0,1.0,1.0
NARROW PITCH RANGE,29.0,4.0,20.0,3.0,1.45,1.3333333333333333
PROFESSIONAL DEMEANOR,0.0,0.0,8.0,1.0,0.0,0.0
PROMPTS,8.0,1.0,0.0,0.0,inf,inf
SPEECH,9.0,1.0,0.0,0.0,inf,inf
CHAIRS,7.0,1.0,0.0,0.0,inf,inf
CALM SPEAKING STYLE,0.0,0.0,7.0,1.0,0.0,0.0
GRADUATION CAP EMOJI,6.0,1.0,0.0,0.0,inf,inf
SURPRISE,0.0,0.0,7.0,1.0,0.0,0.0
FORWARD-LEANING POSTURE,7.0,1.0,0.0,0.0,inf,inf
LONG SILENCES,116.0,18.0,47.0,7.0,2.4680851063829787,2.5714285714285716
COLORFUL NURSERY,8.0,1.0,0.0,0.0,inf,inf
STARBUCKS AMBIENCE,6.0,1.0,0.0,0.0,inf,inf
PRICE SIGNS,0.0,0.0,6.0,1.0,0.0,0.0
GETTING DRESSED,16.0,2.0,0.0,0.0,inf,inf
SPECIALIZED EQUIPMENT AND SOFTWARE,0.0,0.0,5.0,1.0,0.0,0.0
HESITATIONS/FILLED PAUSES,7.0,1.0,0.0,0.0,inf,inf
PROMOTIONAL TONE,9.0,1.0,7.0,1.0,1.2857142857142858,1.0
WRAPPED PRESENTS,7.0,1.0,0.0,0.0,inf,inf
CLEAR BACKGROUND MUSIC,9.0,1.0,0.0,0.0,inf,inf
VISUAL PRESENTATION,8.0,1.0,6.0,1.0,1.3333333333333333,1.0
PACKAGED CLOTHING ITEMS,8.0,1.0,0.0,0.0,inf,inf
TUBE OF COSMETIC PRODUCT,8.0,1.0,0.0,0.0,inf,inf
CALIFORNIA,10.0,1.0,0.0,0.0,inf,inf
STANDING POSITION,34.0,5.0,0.0,0.0,inf,inf
MEATBALL SCOOPER,8.0,1.0,0.0,0.0,inf,inf
SYNTH WITH REVERB,7.0,1.0,0.0,0.0,inf,inf
RIGHT HAND GRIP,8.0,1.0,0.0,0.0,inf,inf
EYE AND HEAD MOVEMENTS,126.0,17.0,44.0,5.0,2.8636363636363638,3.4
MUSICAL OVERLAP,7.0,1.0,0.0,0.0,inf,inf
HEAD TILT AND TURN,7.0,1.0,0.0,0.0,inf,inf
RAISED EYEBROWS,41.0,6.0,14.0,2.0,2.9285714285714284,3.0
THERMOSTAT,0.0,0.0,6.0,1.0,0.0,0.0
CASUAL AND RELATABLE DEMEANOR,7.0,1.0,0.0,0.0,inf,inf
LOW NOTES,7.0,1.0,0.0,0.0,inf,inf
CAR ENGINE AND ROAD NOISE,7.0,1.0,6.0,1.0,1.1666666666666667,1.0
BREATHY VOCAL DELIVERY,0.0,0.0,7.0,1.0,0.0,0.0
NATURAL LIGHTING,21.0,3.0,22.0,3.0,0.9545454545454546,1.0
@ZOYAMEETSWORLD,6.0,1.0,0.0,0.0,inf,inf
ATHLETIC SET,0.0,0.0,8.0,1.0,0.0,0.0
OPTIMISTIC MUSIC,0.0,0.0,7.0,1.0,0.0,0.0
KICK DRUM,8.0,1.0,0.0,0.0,inf,inf
UNIVERSITY ACTIVITIES,9.0,1.0,0.0,0.0,inf,inf
EDEN,6.0,1.0,0.0,0.0,inf,inf
FAINT RUMBLING SOUND,6.0,1.0,0.0,0.0,inf,inf
LISTENER INTEREST MAINTENANCE,8.0,1.0,0.0,0.0,inf,inf
DIRECT CONNECTION,8.0,1.0,0.0,0.0,inf,inf
FADE-OUT,7.0,1.0,6.0,1.0,1.1666666666666667,1.0
GLASSIER INVITATION,8.0,1.0,0.0,0.0,inf,inf
INITIAL CALM,0.0,0.0,9.0,1.0,0.0,0.0
NEUTRAL-COLORED WALLS,21.0,3.0,0.0,0.0,inf,inf
STONE FAÇADE WITH LARGE WINDOWS,6.0,1.0,0.0,0.0,inf,inf
WARM TONES,8.0,1.0,19.0,3.0,0.42105263157894735,0.3333333333333333
BEAUTY AND MAKEUP APPLICATION,8.0,1.0,0.0,0.0,inf,inf
BOWL OF PHO,10.0,1.0,0.0,0.0,inf,inf
EARTHY AESTHETIC,0.0,0.0,8.0,1.0,0.0,0.0
SKIN SCULPTING,8.0,1.0,0.0,0.0,inf,inf
COFFEE,13.0,2.0,0.0,0.0,inf,inf
MID-HIGH PITCHES,0.0,0.0,9.0,1.0,0.0,0.0
BARRETT-JACKSON,7.0,1.0,0.0,0.0,inf,inf
ENJOYMENT,9.0,1.0,0.0,0.0,inf,inf
LIVELY AND ENGAGING DEMEANOR,9.0,1.0,0.0,0.0,inf,inf
MUSIC,40.0,5.0,26.0,3.0,1.5384615384615385,1.6666666666666667
MIDDLE SECTION,7.0,1.0,0.0,0.0,inf,inf
EARTHQUAKE SCENE,8.0,1.0,0.0,0.0,inf,inf
ADVERTISING ELEMENTS,6.0,1.0,0.0,0.0,inf,inf
THOUGHT TRANSITION,7.0,1.0,0.0,0.0,inf,inf
DEMONSTRATIVE AND INSTRUCTIONAL,8.0,1.0,0.0,0.0,inf,inf
SPEAKING,9.0,1.0,0.0,0.0,inf,inf
ENGAGED,8.0,1.0,0.0,0.0,inf,inf
EYES OPEN,8.0,1.0,0.0,0.0,inf,inf
SUBDUED LIGHTING,0.0,0.0,7.0,1.0,0.0,0.0
PLAYFULNESS AND POSITIVITY,8.0,1.0,0.0,0.0,inf,inf
HAND ENGAGEMENT,8.0,1.0,0.0,0.0,inf,inf
DARK BLUE WALL,7.0,1.0,0.0,0.0,inf,inf
CLOSET,14.0,2.0,0.0,0.0,inf,inf
VERY SHORT PAUSES<1 SECOND,7.0,1.0,0.0,0.0,inf,inf
MR. ARMSTRONG,0.0,0.0,6.0,1.0,0.0,0.0
CASUAL AND HOMEY MOOD,8.0,1.0,0.0,0.0,inf,inf
FRAGRANCE,9.0,1.0,0.0,0.0,inf,inf
INTERACTION WITH THE PRODUCT,30.0,4.0,9.0,1.0,3.3333333333333335,4.0
FEMALE ALTO/MEZZO-SOPRANO RANGE,7.0,1.0,0.0,0.0,inf,inf
LIGHT AND PLAYFUL TONE,8.0,1.0,0.0,0.0,inf,inf
RECIPE,19.0,2.0,0.0,0.0,inf,inf
FOCUS ON THE OBJECT,9.0,1.0,0.0,0.0,inf,inf
AMUSEMENT,15.0,2.0,0.0,0.0,inf,inf
NON-VERBAL VOCAL SOUNDS,43.0,6.0,43.0,6.0,1.0,1.0
OPEN AND RELAXED POSTURE,8.0,1.0,0.0,0.0,inf,inf
KITCHEN COUNTER,0.0,0.0,6.0,1.0,0.0,0.0
OPEN AND NATURAL BODY LANGUAGE,0.0,0.0,8.0,1.0,0.0,0.0
EMOTIONAL WEIGHT,7.0,1.0,8.0,1.0,0.875,1.0
COZY ATMOSPHERE,14.0,2.0,7.0,1.0,2.0,2.0
SLIGHTLY FASTER SPEECH,7.0,1.0,0.0,0.0,inf,inf
SPORTS BRA,6.0,1.0,0.0,0.0,inf,inf
LONGER PAUSE,7.0,1.0,0.0,0.0,inf,inf
SMOOTH VOCAL MELODY,0.0,0.0,7.0,1.0,0.0,0.0
MALE VOCALIST,24.0,3.0,5.0,1.0,4.8,3.0
DAYTIME LIGHT,7.0,1.0,0.0,0.0,inf,inf
CASUAL STRIDE,0.0,0.0,7.0,1.0,0.0,0.0
GIORGIO ARMANI MY WAY PERFUME,9.0,1.0,0.0,0.0,inf,inf
MOVEMENT,16.0,2.0,7.0,1.0,2.2857142857142856,2.0
STANDING IN FRONT OF A STAIRCASE,0.0,0.0,7.0,1.0,0.0,0.0
PERSONAL STYLE,16.0,2.0,7.0,1.0,2.2857142857142856,2.0
BRAND AND PROMOTIONAL TEXT,0.0,0.0,8.0,1.0,0.0,0.0
CATCHY MELODY,8.0,1.0,0.0,0.0,inf,inf
QUIET RECORDING ENVIRONMENT,13.0,2.0,0.0,0.0,inf,inf
STRONG ELECTRONIC BEAT,8.0,1.0,0.0,0.0,inf,inf
SYMPATHETIC TONE,0.0,0.0,8.0,1.0,0.0,0.0
HORMONE BALANCE,10.0,1.0,0.0,0.0,inf,inf
REPETITIVE GESTURES,12.0,1.0,0.0,0.0,inf,inf
SOCIAL MEDIA WATERMARKS,7.0,1.0,0.0,0.0,inf,inf
MAIN POINT,9.0,1.0,0.0,0.0,inf,inf
DUMBBELL,8.0,1.0,0.0,0.0,inf,inf
SATISFACTION EXPRESSION,15.0,2.0,0.0,0.0,inf,inf
LARGE ICED BEVERAGE,8.0,1.0,0.0,0.0,inf,inf
PITCH CONSISTENCY,9.0,1.0,0.0,0.0,inf,inf
COLORFUL HEADBAND,7.0,1.0,0.0,0.0,inf,inf
MUTED BACKGROUND,7.0,1.0,0.0,0.0,inf,inf
THOUGHTFUL/SMILING EXPRESSION,0.0,0.0,8.0,1.0,0.0,0.0
HI-HAT,8.0,1.0,0.0,0.0,inf,inf
SHORT BEEP SOUND,6.0,1.0,0.0,0.0,inf,inf
DELIBERATE AND PRECISE MOVEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
COLLEGE DAY TEXT,5.0,1.0,0.0,0.0,inf,inf
BEGINNING,8.0,1.0,0.0,0.0,inf,inf
CONFIDENT,17.0,2.0,0.0,0.0,inf,inf
FEMALE SPEAKER,71.0,8.0,17.0,1.0,4.176470588235294,8.0
CONSISTENT LOW HUM,12.0,2.0,0.0,0.0,inf,inf
CHOCOLATE,8.0,1.0,0.0,0.0,inf,inf
TORTILLA,16.0,1.0,0.0,0.0,inf,inf
NEUTRAL/BEGINNINGS OF A SMILE,8.0,1.0,0.0,0.0,inf,inf
POINTING GESTURE,14.0,2.0,15.0,2.0,0.9333333333333333,1.0
POOR ARTICULATION,18.0,3.0,16.0,3.0,1.125,1.0
AIR FRESHENER,5.0,1.0,0.0,0.0,inf,inf
MEDIUM-LOW REGISTER,0.0,0.0,15.0,1.0,0.0,0.0
DARK COLOR SCHEME,7.0,1.0,0.0,0.0,inf,inf
CALM TONE,24.0,3.0,0.0,0.0,inf,inf
NATURAL MAKEUP LOOK,8.0,1.0,0.0,0.0,inf,inf
DELIBERATE PAUSES,8.0,1.0,8.0,1.0,1.0,1.0
LIGHT-COLORED WALL,5.0,1.0,5.0,1.0,1.0,1.0
FASHION PROMOTION,0.0,0.0,8.0,1.0,0.0,0.0
CALL-TO-ACTION,7.0,1.0,8.0,1.0,0.875,1.0
KEY INFORMATION,8.0,1.0,0.0,0.0,inf,inf
PERSONAL CONNECTION,0.0,0.0,9.0,1.0,0.0,0.0
NOTICEABLY FASTER,0.0,0.0,8.0,1.0,0.0,0.0
FLUID HAND MOVEMENTS,6.0,1.0,0.0,0.0,inf,inf
LAUGHING,8.0,1.0,8.0,1.0,1.0,1.0
LIGHT-COLORED HOUSE,0.0,0.0,6.0,1.0,0.0,0.0
REAL ESTATE GROUP,0.0,0.0,7.0,1.0,0.0,0.0
GREEN SLIDES,9.0,1.0,0.0,0.0,inf,inf
INITIAL EXPRESSION,7.0,1.0,7.0,1.0,1.0,1.0
TOPS,0.0,0.0,7.0,1.0,0.0,0.0
PROMOTIONAL ANGLE,6.0,1.0,0.0,0.0,inf,inf
ELECTRO-POP INSTRUMENTAL,8.0,1.0,0.0,0.0,inf,inf
PLAYFUL MELODY,8.0,1.0,0.0,0.0,inf,inf
FOOD NETWORK,7.0,1.0,0.0,0.0,inf,inf
CEILING LIGHTS,12.0,2.0,0.0,0.0,inf,inf
LOUDNESS CUES,0.0,0.0,7.0,1.0,0.0,0.0
